neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365,number_of_reviews_ltm
Khlong Toei,13.72242,100.57873,Private room,1260,1,2,72,2
Ratchathewi,13.7542,100.54319,Entire home/apt,1854,14,7,304,7
Khlong Toei,13.72385,100.57608,Entire home/apt,5000,30,0,118,0
Bang Khae,13.71953,100.37994,Entire home/apt,3211,1,0,365,0
Ratchathewi,13.75295,100.56407,Entire home/apt,1791,7,8,360,8
Ratchathewi,13.75471,100.56206,Entire home/apt,1791,7,2,360,2
Khlong Toei,13.7359,100.55703,Entire home/apt,1650,5,12,155,12
Khlong Toei,13.72355,100.57649,Entire home/apt,1801,2,28,298,28
Pra Wet,13.6786437,100.6459793,Private room,805,1,0,365,0
Parthum Wan,13.74109,100.5253,Private room,3271,1,7,338,7
Vadhana,13.73984,100.57289,Entire home/apt,1150,30,1,242,1
Din Daeng,13.7710863,100.5712756,Private room,2604,1,3,355,3
Din Daeng,13.7710863,100.5712756,Private room,2604,1,2,344,2
Phra Khanong,13.70579,100.61524,Private room,600,4,0,365,0
Din Daeng,13.76958,100.57034,Private room,2886,1,1,365,1
Bangkok Noi,13.76941,100.47521,Private room,4400,1,0,365,0
Khlong Toei,13.70809,100.59867,Entire home/apt,840,60,1,273,1
Vadhana,13.713701051290656,100.59820429220368,Entire home/apt,1100,14,2,184,2
Bang Rak,13.725847196599693,100.53826423809817,Private room,15000,1,0,57,0
Vadhana,13.74031,100.58647,Private room,450,1,20,156,20
Khlong Toei,13.7346,100.5525,Entire home/apt,3000,28,3,336,3
Chom Thong,13.71474,100.46679,Entire home/apt,1299,1,0,365,0
Bang Sue,13.815783271815944,100.5208357796073,Entire home/apt,700,90,0,363,0
Vadhana,13.74676,100.55734,Entire home/apt,2100,30,0,124,0
Vadhana,13.7465,100.55919,Entire home/apt,2300,30,11,47,11
Khlong Toei,13.725677924343604,100.56639630796508,Entire home/apt,2944,1,5,158,5
Khlong Toei,13.726631657374975,100.57314053177834,Entire home/apt,3423,6,7,21,7
Khlong Toei,13.724954735866255,100.56582080502398,Entire home/apt,1129,1,22,309,22
Sathon,13.71385,100.51412,Entire home/apt,824,1,2,284,2
Khlong Toei,13.71199,100.59192,Private room,1657,1,3,359,3
Khlong Toei,13.7213739,100.5784786,Private room,1000,2,0,362,0
Din Daeng,13.76361,100.55988,Entire home/apt,4443,1,13,222,13
Taling Chan,13.76441,100.41669,Entire home/apt,1200,1,0,365,0
Khlong Toei,13.71349,100.59358,Private room,1000,5,4,133,4
Bang Rak,13.72552,100.52186,Private room,629,1,10,134,10
Thon buri,13.710291022642158,100.47911308002664,Entire home/apt,1500,7,4,307,4
Khlong Toei,13.73688,100.55878,Entire home/apt,1840,5,10,141,10
Bang Rak,13.725947671877892,100.53830041225584,Private room,6286,1,12,352,12
Sathon,13.71693,100.53247,Entire home/apt,1659,15,0,201,0
Bang Rak,13.7263024,100.5268744,Entire home/apt,5000,1,0,355,0
Vadhana,13.70942,100.60075,Private room,15000,365,0,365,0
Taling Chan,13.7636,100.41748,Entire home/apt,1200,1,0,365,0
Bang Rak,13.72789,100.53509,Private room,1000,1,2,355,2
Din Daeng,13.75588570321775,100.56361406671752,Private room,1429,40,0,365,0
Vadhana,13.73989,100.5675,Entire home/apt,5000,7,1,166,1
Chatu Chak,13.8249687,100.5687603,Private room,3250,1,1,365,1
Phra Nakhon,13.74684,100.49587,Private room,3000,1,0,365,0
Bang Phlat,13.79821,100.50836,Entire home/apt,2000,1,8,260,8
Phra Khanong,13.70245,100.60444,Entire home/apt,1596,1,9,346,9
Phra Khanong,13.70223,100.60423,Entire home/apt,1596,1,18,346,18
Bang Phlat,13.7843091,100.4774893,Entire home/apt,1200,7,1,149,1
Sathon,13.71112,100.519,Entire home/apt,1200,3,2,80,2
Sathon,13.71025,100.51893,Entire home/apt,1200,5,1,28,1
Chatu Chak,13.81669,100.56467,Entire home/apt,1090,14,3,328,3
Sathon,13.71123,100.51886,Entire home/apt,1200,5,2,361,2
Sathon,13.70968,100.51943,Entire home/apt,1800,3,5,11,5
Vadhana,13.73962,100.56206,Entire home/apt,2474,1,12,210,12
Din Daeng,13.76523,100.56172,Entire home/apt,666,180,1,149,1
Sathon,13.71515,100.5128,Private room,1606,1,0,241,0
Parthum Wan,13.74843,100.54305,Entire home/apt,1700,28,2,321,2
Huai Khwang,13.75524,100.58393,Private room,7050,2,0,365,0
Ratchathewi,13.75222,100.53098,Private room,1171,1,6,339,6
Din Daeng,13.7625767,100.5649278,Private room,700,1,6,350,6
Vadhana,13.73378,100.56721,Private room,6371,1,0,357,0
Din Daeng,13.7621055771948,100.56526100119812,Private room,700,1,1,357,1
Vadhana,13.743,100.56603,Private room,6803,1,0,356,0
Khlong Toei,13.73748,100.55448,Entire home/apt,1298,3,2,245,2
Vadhana,13.7438,100.56408,Private room,5400,1,0,356,0
Khlong Toei,13.71596,100.58585,Entire home/apt,2099,1,9,355,9
Vadhana,13.72631,100.57868,Private room,5800,1,0,360,0
Khlong Toei,13.70827,100.59954,Entire home/apt,1786,1,8,358,8
Vadhana,13.72593,100.57867,Private room,6006,1,0,360,0
Vadhana,13.73845,100.56747,Entire home/apt,2845,1,7,351,7
Khlong Toei,13.72523,100.5765,Private room,5600,1,0,360,0
Phra Khanong,13.70157,100.60264,Private room,906,1,5,327,5
Vadhana,13.7435,100.56111,Private room,6743,1,0,360,0
Bang Rak,13.72608,100.53235,Private room,1300,20,0,310,0
Vadhana,13.72517,100.57874,Private room,7015,1,0,360,0
Khlong Toei,13.73607,100.55859,Entire home/apt,2429,1,13,351,13
Vadhana,13.72634,100.57858,Private room,6543,1,0,360,0
Khlong Toei,13.72449,100.5768,Private room,6943,1,0,360,0
Ratchathewi,13.754563880448654,100.54231507301635,Private room,3302,1,15,361,15
Vadhana,13.72654,100.57647,Private room,7543,1,0,360,0
Khlong Toei,13.73795,100.5567,Entire home/apt,1619,5,10,171,10
Suanluang,13.7250761,100.6418863,Private room,790,1,0,365,0
Sathon,13.71108,100.51155,Entire home/apt,11000,30,1,181,1
Khan Na Yao,13.795577471063847,100.69709915667772,Entire home/apt,1800,1,0,365,0
Lak Si,13.90047,100.58124,Private room,800,1,1,304,1
Vadhana,13.729457988588647,100.5724954797623,Private room,825,1,3,326,3
Sathon,13.7176357,100.5389493,Private room,1200,1,0,364,0
Vadhana,13.7146228,100.5935277,Entire home/apt,3463,1,0,365,0
Vadhana,13.73433,100.56644,Entire home/apt,5498,2,14,145,14
Phra Khanong,13.69775,100.59982,Entire home/apt,1200,6,0,143,0
Khlong Toei,13.72213,100.57816,Entire home/apt,1178,1,1,354,1
Chatu Chak,13.84123,100.56128,Private room,2566,1,0,365,0
Din Daeng,13.762097136508409,100.5652589296954,Private room,700,1,0,361,0
Vadhana,13.7286148,100.5781279,Entire home/apt,3900,3,0,336,0
Vadhana,13.74008,100.58673,Private room,500,1,12,146,12
Vadhana,13.73876,100.58846,Private room,630,1,6,165,6
Vadhana,13.74697,100.56102,Entire home/apt,2829,30,0,28,0
Bangkok Noi,13.74383,100.47146,Entire home/apt,800,3,3,71,3
Bangkok Noi,13.75229,100.46731,Entire home/apt,800,3,5,82,5
Huai Khwang,13.757032984215336,100.56837615079112,Entire home/apt,2059,1,6,331,6
Bang Rak,13.72344,100.53108,Entire home/apt,3000,5,1,28,1
Bang Kho laen,13.700905124876677,100.51623813807964,Entire home/apt,700,28,2,296,2
Bang Kho laen,13.69957,100.51705,Entire home/apt,800,28,1,332,1
Bang Kho laen,13.69979,100.51551,Entire home/apt,865,28,2,211,2
Bueng Kum,13.79527,100.65336,Entire home/apt,1600,3,0,324,0
Ratchathewi,13.75497,100.56402,Entire home/apt,1100,29,2,321,2
Din Daeng,13.77031,100.57141,Entire home/apt,2500,2,5,347,5
Phaya Thai,13.78052,100.53115,Private room,3650,1,1,152,1
Khlong Toei,13.7239,100.56714,Entire home/apt,2397,2,14,78,14
Huai Khwang,13.77118,100.57869,Entire home/apt,1600,3,2,344,2
Din Daeng,13.77365,100.57038,Entire home/apt,650,2,13,335,13
Khlong Toei,13.72024,100.57684,Entire home/apt,995,30,0,71,0
Khlong Toei,13.740115123146518,100.5525824304836,Entire home/apt,3531,2,12,167,12
Phaya Thai,13.795178093581471,100.54913356931154,Private room,1471,1,2,365,2
Huai Khwang,13.75153,100.59055,Entire home/apt,763,3,3,151,3
Vadhana,13.73805,100.56716,Entire home/apt,5000,30,2,155,2
Lak Si,13.857518993155308,100.5593469938634,Entire home/apt,10000,1,0,365,0
Vadhana,13.7384,100.56701,Entire home/apt,5000,30,0,145,0
Vadhana,13.73876,100.56741,Entire home/apt,2571,30,0,151,0
Vadhana,13.74008,100.5672,Entire home/apt,2700,30,2,158,2
Vadhana,13.74026,100.567,Entire home/apt,2571,30,0,162,0
Sathon,13.72195,100.53408,Private room,2000,1,1,365,1
Bang Na,13.664592865189285,100.60675464570522,Entire home/apt,1264,5,0,352,0
Parthum Wan,13.74385,100.52186,Entire home/apt,2213,1,0,365,0
Ratchathewi,13.75079,100.52961,Private room,1521,1,5,88,5
Lat Phrao,13.830110254137583,100.60676676785108,Entire home/apt,3900,1,2,341,2
Phra Nakhon,13.76053,100.50155,Private room,1900,1,0,365,0
Vadhana,13.74196,100.55912,Entire home/apt,2500,1,1,360,1
Phra Khanong,13.704,100.6038,Entire home/apt,1619,1,0,175,0
Khlong Toei,13.72606,100.57445,Entire home/apt,5391,3,14,325,14
Sathon,13.7204,100.53376,Private room,2000,1,0,362,0
Sathon,13.72023,100.53234,Private room,2000,1,3,365,3
Phra Khanong,13.69596,100.62201,Entire home/apt,550,28,0,279,0
Sathon,13.72203,100.53192,Private room,2000,1,0,365,0
Phra Khanong,13.69635,100.62322,Entire home/apt,493,12,1,328,1
Khlong Toei,13.7122,100.59423,Entire home/apt,1799,28,0,327,0
Parthum Wan,13.73908861579412,100.55091785949196,Entire home/apt,1900,2,8,159,8
Khlong Toei,13.74079134484489,100.55238334010328,Entire home/apt,1910,2,6,164,6
Khlong San,13.730023276899397,100.50756618584887,Entire home/apt,951,14,2,146,2
Parthum Wan,13.74928,100.539,Entire home/apt,3486,2,0,1,0
Parthum Wan,13.73711,100.55108,Entire home/apt,1257,5,5,36,5
Huai Khwang,13.76995,100.5804,Private room,2500,1,0,355,0
Sathon,13.71941,100.54737,Private room,1286,1,1,365,1
Sathon,13.71875,100.54735,Private room,1286,1,0,365,0
Sathon,13.72042,100.54959,Private room,1286,1,7,365,7
Dusit,13.7773,100.51183,Entire home/apt,8410,1,0,365,0
Sathon,13.71863,100.54748,Private room,1286,1,3,365,3
Phra Nakhon,13.76888,100.50369,Entire home/apt,2450,1,0,365,0
Thung khru,13.615119510862977,100.49998961840514,Private room,1500,1,0,362,0
Phra Nakhon,13.76276,100.49789,Private room,1200,1,0,352,0
Phra Nakhon,13.76331,100.49798,Private room,1400,1,0,356,0
Phra Nakhon,13.763751388243929,100.4989295080304,Private room,1600,1,2,356,2
Vadhana,13.74634,100.55501,Entire home/apt,2783,1,3,46,3
Bang Na,13.671891212069958,100.602932,Entire home/apt,899,28,3,312,3
Huai Khwang,13.75472,100.56821,Entire home/apt,1070,2,31,147,31
Din Daeng,13.75716,100.56207,Private room,1270,40,2,309,2
Vadhana,13.74225,100.55856,Entire home/apt,1142,28,0,212,0
Khlong Toei,13.715002049920022,100.5905523,Private room,2162,3,1,349,1
Huai Khwang,13.74641,100.58273,Private room,2500,1,0,365,0
Ratchathewi,13.7543,100.54195,Entire home/apt,756,30,2,270,2
Phaya Thai,13.7736476,100.5409639,Entire home/apt,1671,3,9,117,9
Phaya Thai,13.7736476,100.5409639,Entire home/apt,1943,3,0,295,0
Khlong Toei,13.73658,100.55353,Entire home/apt,3571,1,14,347,14
Khlong Toei,13.72131,100.58047,Entire home/apt,1178,1,1,361,1
Khlong San,13.72099,100.49428,Entire home/apt,1300,29,0,298,0
Vadhana,13.74723,100.55523,Entire home/apt,7251,1,15,42,15
Sathon,13.71141,100.52119,Entire home/apt,2100,1,6,354,6
Sathon,13.71177,100.52042,Entire home/apt,1216,1,3,362,3
Khlong Toei,13.70802,100.59838,Entire home/apt,2514,1,10,349,10
Khlong Toei,13.73489,100.55822,Entire home/apt,2243,1,10,361,10
Bang Kapi,13.7492,100.6075,Entire home/apt,1590,5,5,75,5
Khlong Toei,13.724426474953152,100.56615444127809,Entire home/apt,2078,1,7,71,7
Din Daeng,13.76912,100.56938,Private room,15000,1,2,357,2
Vadhana,13.72782,100.59078,Private room,680,14,1,356,1
Khlong Toei,13.72133,100.57785,Private room,1100,1,5,347,5
Ratchathewi,13.75015,100.54342,Entire home/apt,1880,20,1,169,1
Phra Nakhon,13.75952,100.49944,Private room,1556,1,18,358,18
Phra Nakhon,13.75963,100.49881,Private room,1556,1,9,362,9
Phra Nakhon,13.75788,100.49952,Private room,1886,1,8,350,8
Sathon,13.70981,100.5189,Entire home/apt,1800,7,1,86,1
Sathon,13.71041,100.51895,Entire home/apt,1287,1,8,352,8
Din Daeng,13.77025,100.56865,Shared room,390,3,1,365,1
Vadhana,13.7409,100.55906,Entire home/apt,3739,20,12,144,12
Bang Sue,13.81349,100.51868,Entire home/apt,829,5,3,347,3
Yan na wa,13.71788,100.55162,Entire home/apt,1150,28,7,322,7
Ratchathewi,13.75131,100.5366,Entire home/apt,2300,29,1,115,1
Phra Nakhon,13.763242956707275,100.498298132279,Private room,913,1,23,312,23
Bueng Kum,13.793709331683576,100.6524072126146,Entire home/apt,990,2,0,365,0
Parthum Wan,13.735046950551762,100.54016713052988,Entire home/apt,4286,7,2,310,2
Khlong Toei,13.7181,100.58377,Entire home/apt,5500,2,19,146,19
Parthum Wan,13.749,100.52667,Entire home/apt,3000,30,16,72,16
Bang Na,13.6728,100.60372,Entire home/apt,1050,2,9,156,9
Bang Na,13.67384,100.60524,Entire home/apt,1101,2,4,167,4
Khlong Toei,13.73342,100.56198,Private room,1212,1,0,358,0
Phra Nakhon,13.76214,100.49713,Private room,1656,1,17,353,17
Ratchathewi,13.74995,100.54184,Entire home/apt,2529,28,2,342,2
Vadhana,13.73799,100.5615,Entire home/apt,2179,2,13,50,13
Khlong Toei,13.724551545003813,100.56611152593383,Entire home/apt,1727,1,7,78,7
Bang Sue,13.8061047,100.5223715,Private room,826,30,2,330,2
Thon buri,13.70156,100.48614,Private room,1376,1,0,365,0
Lat Phrao,13.809520407615503,100.59109825640915,Entire home/apt,494,1,0,365,0
Huai Khwang,13.74929,100.59075,Entire home/apt,779,3,4,147,4
Bang Rak,13.7185,100.51832,Private room,3586,1,0,364,0
Bang Rak,13.72057,100.51789,Private room,4300,1,0,363,0
Khlong Toei,13.70794,100.57449,Entire home/apt,1500,1,1,8,1
Saphan Sung,13.75899,100.68077,Entire home/apt,1600,14,0,365,0
Khlong Toei,13.72539,100.56682,Entire home/apt,2713,5,4,172,4
Sathon,13.7096037,100.5207065,Entire home/apt,1730,1,2,362,2
Khlong Sam Wa,13.91198,100.75746,Entire home/apt,2500,1,0,359,0
Khlong Toei,13.7265581,100.5674891,Entire home/apt,3463,14,2,125,2
Huai Khwang,13.77633,100.57457,Private room,950,1,1,354,1
Phasi Charoen,13.712034212509856,100.43914645026244,Entire home/apt,564,1,5,340,5
Bang Rak,13.73065,100.52176,Entire home/apt,1099,120,2,306,2
Parthum Wan,13.74494,100.55019,Entire home/apt,2790,1,4,361,4
Khlong Toei,13.70563,100.59868,Entire home/apt,1312,2,14,300,14
Khlong Toei,13.73841,100.55515,Private room,1884,1,0,213,0
Phra Khanong,13.68733,100.61005,Entire home/apt,550,15,2,330,2
Din Daeng,13.7638,100.56155,Entire home/apt,3343,1,8,357,8
Bang Rak,13.7258719,100.5382999,Private room,9357,1,1,358,1
Vadhana,13.74119,100.55749,Entire home/apt,1900,1,6,353,6
Vadhana,13.72252,100.58341,Entire home/apt,1250,4,0,294,0
Vadhana,13.74338,100.56077,Entire home/apt,2286,3,13,9,13
Phra Nakhon,13.76053,100.50181,Private room,12000,1,0,359,0
Bang Na,13.67243,100.60196,Entire home/apt,1786,28,2,314,2
Bang Na,13.67266,100.60343,Entire home/apt,636,180,2,260,2
Din Daeng,13.77042,100.57173,Entire home/apt,650,2,8,352,8
Din Daeng,13.755718185555798,100.5627402285364,Private room,1177,19,0,110,0
Saphan Sung,13.760079993664622,100.68425003439188,Entire home/apt,2199,3,1,177,1
Khlong San,13.71317,100.50587,Entire home/apt,519,30,0,349,0
Khlong Toei,13.71119,100.59301,Entire home/apt,1800,30,0,330,0
Bang Na,13.66002,100.61812,Entire home/apt,2500,90,0,365,0
Ratchathewi,13.74886,100.54968,Entire home/apt,1027,30,2,335,2
Khlong Toei,13.724420630013007,100.56680377227056,Private room,1726,1,3,227,3
Sathon,13.71033,100.51874,Entire home/apt,1200,3,1,75,1
Khlong Toei,13.71828,100.58462,Private room,2850,29,0,312,0
Vadhana,13.74017,100.56197,Entire home/apt,4200,1,32,322,32
Bang Kapi,13.80141,100.6226,Entire home/apt,5315,1,0,365,0
Huai Khwang,13.7722,100.5861,Private room,650,1,3,352,3
Huai Khwang,13.79162,100.57579,Entire home/apt,1342,2,1,90,1
Huai Khwang,13.7544,100.56893,Entire home/apt,1086,2,16,147,16
Phra Khanong,13.70459,100.60492,Entire home/apt,1285,1,0,179,0
Phra Khanong,13.70511,100.60527,Entire home/apt,1285,1,0,179,0
Phra Khanong,13.70495,100.60349,Entire home/apt,1142,1,0,165,0
Phasi Charoen,13.7131599,100.4394254,Entire home/apt,1171,1,6,314,6
Phra Khanong,13.7063,100.60568,Entire home/apt,1285,1,0,177,0
Phra Khanong,13.69347,100.60693,Entire home/apt,1190,1,11,329,11
Sathon,13.70977,100.5188,Entire home/apt,1200,30,1,83,1
Din Daeng,13.76397,100.56323,Private room,950,1,0,364,0
Phra Khanong,13.69951,100.61673,Private room,1200,5,0,365,0
Yan na wa,13.672771991715427,100.54303604918212,Entire home/apt,1136,2,1,348,1
Vadhana,13.74626,100.55824,Entire home/apt,1440,30,5,138,5
Ratchathewi,13.75235331049542,100.53702644603268,Private room,5600,1,0,365,0
Phra Nakhon,13.763155066894903,100.49647230208303,Private room,580,1,9,351,9
Din Daeng,13.76543,100.56509,Private room,836,1,0,351,0
Din Daeng,13.76255,100.56616,Private room,699,1,4,365,4
Vadhana,13.74048,100.58912,Entire home/apt,1222,10,1,353,1
Khlong Toei,13.73817,100.55841,Entire home/apt,2086,1,11,83,11
Chatu Chak,13.81422,100.55179,Entire home/apt,9500,1,0,365,0
Bang Kapi,13.75355,100.61295,Private room,1000,1,0,361,0
Bang Rak,13.72498,100.53754,Private room,2854,1,12,358,12
Bang Rak,13.725739222996966,100.53823603923948,Private room,8929,1,4,332,4
Chatu Chak,13.83084374817902,100.5616356490392,Entire home/apt,1479,15,0,340,0
Bang Rak,13.725812644891764,100.53825199691164,Private room,3571,1,12,343,12
Sathon,13.72276,100.5398,Private room,7429,1,1,359,1
Sathon,13.71171,100.52032,Entire home/apt,2100,1,11,356,11
Khlong Toei,13.73626,100.55897,Entire home/apt,2555,1,14,66,14
Bang Sue,13.811793792335404,100.53212262196148,Private room,1507,190,5,347,5
Vadhana,13.74079,100.56071,Entire home/apt,980,30,0,60,0
Ratchathewi,13.74999,100.5544,Entire home/apt,1613,3,0,361,0
Khlong Toei,13.73594,100.55823,Entire home/apt,2443,1,8,360,8
Khlong Toei,13.727377385658531,100.5612424558197,Entire home/apt,7257,2,7,346,7
Phra Nakhon,13.7525,100.50158,Private room,1449,1,0,319,0
Ratchathewi,13.75211,100.52924,Private room,1157,1,6,360,6
Ratchathewi,13.7541,100.56327,Entire home/apt,4551,45,2,176,2
Khlong Toei,13.73459,100.55813,Entire home/apt,3429,1,5,355,5
Vadhana,13.74107,100.55883,Entire home/apt,1829,15,0,357,0
Sathon,13.71157,100.52093,Entire home/apt,1572,1,3,362,3
Khlong Toei,13.716180358095682,100.57516861706972,Entire home/apt,850,30,0,51,0
Khlong Toei,13.73467,100.55812,Entire home/apt,2449,1,14,63,14
Phra Nakhon,13.76598,100.49742,Private room,800,1,0,365,0
Khlong Toei,13.72241,100.57894,Entire home/apt,1178,1,0,361,0
Khlong Toei,13.73602,100.5588,Entire home/apt,2377,1,15,64,15
Khlong Toei,13.72345,100.56019,Entire home/apt,1366,60,1,346,1
Vadhana,13.72955,100.58871,Private room,850,2,2,87,2
Din Daeng,13.76335,100.5614,Entire home/apt,633,120,0,219,0
Vadhana,13.73108,100.58395,Entire home/apt,1566,90,1,300,1
Phra Khanong,13.70364,100.60307,Entire home/apt,1200,1,8,329,8
Phra Khanong,13.70356,100.60382,Entire home/apt,1155,1,4,139,4
Phra Khanong,13.70351,100.60146,Entire home/apt,1350,1,6,354,6
Sathon,13.71114,100.51894,Entire home/apt,2100,1,4,354,4
Sathon,13.710604321725077,100.52006276983646,Entire home/apt,1143,1,13,359,13
Bang Kapi,13.76029,100.65074,Private room,1250,1,1,365,1
Sathon,13.70979,100.52065,Entire home/apt,1300,3,2,84,2
Thon buri,13.717228281972844,100.48258048252563,Entire home/apt,1200,15,1,340,1
Bueng Kum,13.774389478694635,100.65957907306094,Entire home/apt,900,1,0,180,0
Sathon,13.710500090494303,100.52004131216434,Entire home/apt,1714,1,7,359,7
Phra Khanong,13.70393,100.60145,Entire home/apt,1251,1,10,167,10
Thon buri,13.71721,100.48209,Entire home/apt,1200,15,4,169,4
Phra Khanong,13.694,100.60741,Entire home/apt,2167,1,6,351,6
Don Mueang,13.92206,100.60124,Entire home/apt,3964,1,0,355,0
Bang Sue,13.81187,100.51945,Entire home/apt,900,7,6,330,6
Ratchathewi,13.7503004,100.5555028,Entire home/apt,2527,3,6,347,6
Ratchathewi,13.751,100.55659,Entire home/apt,1466,3,10,347,10
Khlong Toei,13.72056,100.57888,Entire home/apt,1178,1,1,361,1
Bang Khen,13.888174269670396,100.60336366295816,Private room,859,2,5,347,5
Parthum Wan,13.74956,100.52791,Entire home/apt,1500,1,0,355,0
Bang Khen,13.88817361872104,100.60336902737616,Private room,948,2,2,353,2
Bang Khae,13.74532,100.4082,Entire home/apt,900,1,0,365,0
Bang Khen,13.88832724322058,100.60299721736602,Private room,509,2,2,359,2
Bang Khen,13.888194449099624,100.6033680215478,Private room,476,2,3,351,3
Ratchathewi,13.75341,100.53259,Entire home/apt,5514,2,14,208,14
Ratchathewi,13.748440141043837,100.55081502023776,Private room,1290,15,0,355,0
